,Book-Title,Book-Author,Image-URL-M,num_rating_x,avg_rating_x
636,Fatherhood,Bill Cosby,https://images.amazon.com/images/P/0425097722.01.MZZZZZZZ.jpg,124,2.274193548387097
637,Kaleidoscope,Danielle Steel,https://images.amazon.com/images/P/0440201926.01.MZZZZZZZ.jpg,115,1.6434782608695653
638,Secrets,DANIELLE STEEL,https://images.amazon.com/images/P/0440176484.01.MZZZZZZZ.jpg,1,10.0
639,The Long Road Home,DANIELLE STEEL,https://images.amazon.com/images/P/0385319568.01.MZZZZZZZ.jpg,118,2.3813559322033897
640,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,https://images.amazon.com/images/P/038542017X.01.MZZZZZZZ.jpg,121,3.71900826446281
641,Bridge to Terabithia,Katherine Paterson,https://images.amazon.com/images/P/0380432811.01.MZZZZZZZ.jpg,109,3.7981651376146788
642,The Saving Graces: A Novel,Patricia Gaffney,https://images.amazon.com/images/P/0061097101.01.MZZZZZZZ.jpg,219,2.835616438356164
643,Invasion,Robin Cook,https://images.amazon.com/images/P/0425155404.01.MZZZZZZZ.jpg,128,2.1875
644,Blue Diary,Alice Hoffman,https://images.amazon.com/images/P/0425184943.01.MZZZZZZZ.jpg,137,3.2335766423357666
645,Moo,Jane Smiley,https://images.amazon.com/images/P/0449910237.01.MZZZZZZZ.jpg,159,1.9371069182389937
646,Billy Straight : A Novel,JONATHAN KELLERMAN,https://images.amazon.com/images/P/0345413865.01.MZZZZZZZ.jpg,95,1.894736842105263
647,Macgregor Grooms,Nora Roberts,https://images.amazon.com/images/P/0373483694.01.MZZZZZZZ.jpg,81,2.2962962962962963
648,Nicolae: The Rise of Antichrist,Tim F. Lahaye,https://images.amazon.com/images/P/0842329242.01.MZZZZZZZ.jpg,17,4.235294117647059
649,Night Prey,John Sandford,https://images.amazon.com/images/P/0425146413.01.MZZZZZZZ.jpg,110,2.0545454545454547
650,The Crimson Petal and the White,Michel Faber,https://images.amazon.com/images/P/015100692X.01.MZZZZZZZ.jpg,195,2.723076923076923
651,Vector,Robin Cook,https://images.amazon.com/images/P/0399144714.01.MZZZZZZZ.jpg,141,2.1914893617021276
652,Acceptable Risk,Robin Cook,https://images.amazon.com/images/P/0425151867.01.MZZZZZZZ.jpg,121,2.9917355371900825
653,The Switch,Sandra Brown,https://images.amazon.com/images/P/0446609943.01.MZZZZZZZ.jpg,192,2.8541666666666665
654,The Clan of the Cave Bear,Jean M. Auel,https://images.amazon.com/images/P/0553250426.01.MZZZZZZZ.jpg,17,6.235294117647059
655,"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley,https://images.amazon.com/images/P/0446363251.01.MZZZZZZZ.jpg,114,2.456140350877193
656,Night Whispers,Judith McNaught,https://images.amazon.com/images/P/0671525743.01.MZZZZZZZ.jpg,127,2.409448818897638
657,A Great Deliverance,Elizabeth George,https://images.amazon.com/images/P/0553278029.01.MZZZZZZZ.jpg,99,1.8181818181818181
658,Sacred Sins,Nora Roberts,https://images.amazon.com/images/P/0553265741.01.MZZZZZZZ.jpg,112,2.607142857142857
659,The Sands of Time,Sidney Sheldon,https://images.amazon.com/images/P/0446356832.01.MZZZZZZZ.jpg,105,1.1714285714285715
660,Touching Evil,Kay Hooper,https://images.amazon.com/images/P/0553583441.01.MZZZZZZZ.jpg,95,2.2842105263157895
661,Artemis Fowl,Eoin Colfer,https://images.amazon.com/images/P/0786817070.01.MZZZZZZZ.jpg,248,3.3306451612903225
662,The Copper Beech,Maeve Binchy,https://images.amazon.com/images/P/0440213290.01.MZZZZZZZ.jpg,149,2.248322147651007
663,Key of Knowledge,Nora Roberts,https://images.amazon.com/images/P/0515136379.01.MZZZZZZZ.jpg,117,3.393162393162393
664,Key of Valor,Nora Roberts,https://images.amazon.com/images/P/0515136530.01.MZZZZZZZ.jpg,4,4.75
665,Key of Light,Nora Roberts,https://images.amazon.com/images/P/051513628X.01.MZZZZZZZ.jpg,136,2.9779411764705883
666,Wifey,Judy Blume,https://images.amazon.com/images/P/0671693816.01.MZZZZZZZ.jpg,126,2.9761904761904763
667,The Bourne Ultimatum,Robert Ludlum,https://images.amazon.com/images/P/0553287737.01.MZZZZZZZ.jpg,110,2.0454545454545454
668,A Wrinkle In Time,MADELEINE L'ENGLE,https://images.amazon.com/images/P/0440498058.01.MZZZZZZZ.jpg,158,4.550632911392405
669,The Boy Next Door,Meggin Cabot,https://images.amazon.com/images/P/0060096195.01.MZZZZZZZ.jpg,124,3.879032258064516
670,Family Album,Danielle Steel,https://images.amazon.com/images/P/0440124344.01.MZZZZZZZ.jpg,94,1.5
671,Macgregor Brides,Nora Roberts,https://images.amazon.com/images/P/0373483503.01.MZZZZZZZ.jpg,84,2.5952380952380953
672,Sanctuary,Nora Roberts,https://images.amazon.com/images/P/0515122734.01.MZZZZZZZ.jpg,1,9.0
673,Message from Nam,Danielle Steel,https://images.amazon.com/images/P/0440209412.01.MZZZZZZZ.jpg,1,4.0
674,The Pull of the Moon,Elizabeth Berg,https://images.amazon.com/images/P/0425176487.01.MZZZZZZZ.jpg,101,3.0
675,Portrait in Death,Nora Roberts,https://images.amazon.com/images/P/0425189031.01.MZZZZZZZ.jpg,93,2.860215053763441
676,All the Pretty Horses,CORMAC MCCARTHY,https://images.amazon.com/images/P/0679744398.01.MZZZZZZZ.jpg,1,7.0
677,The Most Wanted,Jacquelyn Mitchard,https://images.amazon.com/images/P/0451196856.01.MZZZZZZZ.jpg,117,1.794871794871795
678,Eyes of a Child,Richard North Patterson,https://images.amazon.com/images/P/0679429883.01.MZZZZZZZ.jpg,105,2.104761904761905
679,Exclusive,Sandra Brown,https://images.amazon.com/images/P/0446604232.01.MZZZZZZZ.jpg,2,4.0
680,Crazy for You,Jennifer Crusie,https://images.amazon.com/images/P/0312198493.01.MZZZZZZZ.jpg,2,10.0
681,GARDEN OF SHADOWS,Ariel Jennifer Jones,https://images.amazon.com/images/P/067164257X.01.MZZZZZZZ.jpg,91,2.4065934065934065
682,The Return Journey,MAEVE BINCHY,https://images.amazon.com/images/P/0440224594.01.MZZZZZZZ.jpg,148,2.081081081081081
683,Jewels of the Sun,Nora Roberts,https://images.amazon.com/images/P/0515126772.01.MZZZZZZZ.jpg,170,2.9529411764705884
684,Heartbeat,Danielle Steel,https://images.amazon.com/images/P/0385299087.01.MZZZZZZZ.jpg,108,1.787037037037037
685,H Is for Homicide,Sue Grafton,https://images.amazon.com/images/P/0449219461.01.MZZZZZZZ.jpg,12,4.916666666666667
686,Mind Prey,John Sandford,https://images.amazon.com/images/P/0425152898.01.MZZZZZZZ.jpg,108,2.712962962962963
687,Fortune's Rocks : A Novel,Anita Shreve,https://images.amazon.com/images/P/0316678104.01.MZZZZZZZ.jpg,155,3.1483870967741936
688,The Cradle Will Fall,Mary Higgins Clark,https://images.amazon.com/images/P/0671741195.01.MZZZZZZZ.jpg,1,6.0
689,Dream Country,Luanne Rice,https://images.amazon.com/images/P/055358264X.01.MZZZZZZZ.jpg,1,8.0
690,Executive Orders,Tom Clancy,https://images.amazon.com/images/P/0425158632.01.MZZZZZZZ.jpg,58,2.0517241379310347
691,Cat &amp; Mouse,James Patterson,https://images.amazon.com/images/P/0446606189.01.MZZZZZZZ.jpg,198,3.111111111111111
692,Blood Work,Michael Connelly,https://images.amazon.com/images/P/0446602620.01.MZZZZZZZ.jpg,1,8.0
693,Certain Prey,John Sandford,https://images.amazon.com/images/P/0425174271.01.MZZZZZZZ.jpg,128,2.9140625
694,Easy Prey,John Sandford,https://images.amazon.com/images/P/039914613X.01.MZZZZZZZ.jpg,160,2.925
695,Mortal Prey,John Sandford,https://images.amazon.com/images/P/0425189864.01.MZZZZZZZ.jpg,165,2.9212121212121214
696,Patriot Games,Tom Clancy,https://images.amazon.com/images/P/0425109720.01.MZZZZZZZ.jpg,144,2.5277777777777777
697,Zoya,Danielle Steel,https://images.amazon.com/images/P/0440203856.01.MZZZZZZZ.jpg,103,1.4660194174757282
698,Inner Harbor,Nora Roberts,https://images.amazon.com/images/P/0515124214.01.MZZZZZZZ.jpg,106,2.0377358490566038
699,No Greater Love,Danielle Steel,https://images.amazon.com/images/P/0440213282.01.MZZZZZZZ.jpg,111,2.3063063063063063
700,My Gal Sunday,Mary Higgins Clark,https://images.amazon.com/images/P/0684832291.01.MZZZZZZZ.jpg,159,2.119496855345912
701,That Camden Summer,Lavyrle Spencer,https://images.amazon.com/images/P/0399141200.01.MZZZZZZZ.jpg,127,2.7244094488188977
702,Guardian Angel,Sara Paretsky,https://images.amazon.com/images/P/0440213991.01.MZZZZZZZ.jpg,2,2.5
703,M Is for Malice,Sue Grafton,https://images.amazon.com/images/P/0449223604.01.MZZZZZZZ.jpg,69,2.3768115942028984
704,Nothing Lasts Forever,Sidney Sheldon,https://images.amazon.com/images/P/0688084915.01.MZZZZZZZ.jpg,105,1.9904761904761905
705,Deck the Halls,Mary Higgins Clark,https://images.amazon.com/images/P/0743418131.01.MZZZZZZZ.jpg,51,2.176470588235294
